,,,,,,,,,,,,SAMPLE,SEX,AGE,,,,,REPORTING STANDARDS,,,,,,,,,,,,,,,,TRANSFORMATION,,,,,,,,,,,,,,,,,
"San Martín, Consuelo and Jacobs, Bart and Vervliet, Bram",2020,10.1016/j.brat.2019.103526,Further characterization of relief dynamics in the conditioning and generalization of avoidance: Effects of distress tolerance and intolerance of uncertainty,Behaviour Research and Therapy,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2020-00245-001&site=ehost-live,Fear conditioning;Unconditioned Stimulus;Intolerance of Uncertainty;Distress;Avoidance;Behavior Therapy;Generalization;Distress tolerance;Relief;Tolerance,no,no,no,no,CD,130,116,19,NA,yes,both,NA,not reported,NA,NA,not reported,NA,yes,Mauchly's test,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,not reported,no,NA,not reported,within,3,ANOVA,rmANOVA,8,
"Sakaki, Michiko and Raw, Jasmine A. L. and Findlay, Jamie and Thottam, Mariel",2019,10.1525/collabra.222,Advanced aging enhances the positivity effect in memory: Due to cognitive control or age-related decline in emotional processing?,Collabra: Psychology,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2019-67063-001&site=ehost-live,Emotions;Cognition;Amygdala;Fear conditioning;Aging;Aged;Conditioned Fear;Memory;Age Differences;Emotional Regulation;Cognitive Impairment;Cognitive Control;Emotion and memory;Emotion regulation;Emotional Processing;Positivism;Positivity effect;Stroop,no,yes,yes,no,CD,91,67,46.37,9.58,partially,both,Age,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,not reported,no,NA,not reported,mixed,2,ANOVA,ANOVA_multivariat,8,
"Quezada, Vanetza E. and Laborda, Mario A. and Díaz, Marcela C. and Navarro, Víctor M. and Mallea, Jorge and Repetto, Paula and Orellana, Gricel and Betancourt, Ronald",2018,,Extinction cues do not reduce recovery of extinguished conditioned fear in humans,International Journal of Psychology & Psychological Therapy,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2019-31824-004&site=ehost-live,Humans;Fear;Learning;Cues;Pavlovian conditioning;translational research;Skin Resistance;Classical Conditioning;Conditioned Stimulus;Exposure Therapy;Humanism;Humanities;exposure therapy;human learning;techniques to reduce recovery,no,no,no,no,CD,89,57,22.16,3.97,partially,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,not reported,no,NA,not reported,within,4,ANOVA,rmANOVA,8,
Pohlack ST and Nees F and Liebscher C and Cacciaglia R and Diener SJ and Ridder S and Woermann FG and Flor H,2012,10.1002/hbm.21224,Hippocampal but not amygdalar volume affects contextual fear conditioning in humans.,Human brain mapping,https://pubmed.ncbi.nlm.nih.gov/21438079/,"Female;Humans;Male;Magnetic Resonance Imaging;Image Processing, Computer-Assisted;Neuropsychological Tests;Fear/*physiology;Humanism;Humanities;Anxiety/psychology;Conditioning, Psychological/physiology;Amygdala/*anatomy & histology/*physiology;Hippocampus/*anatomy & histology/*physiology",no,no,no,no,CD,58,22,21.64,2.57,unclear,individual,Hippocampal volume,not reported,NA,NA,yes,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,yes,trials,(+/-) 3SD ,NA,NA,NA,NA,log,NA,NA,NA,not reported,no,NA,trial level,mixed,3,ANOVA,ANOVA_multivariat,8,
Ridder S and Treutlein J and Nees F and Lang S and Diener S and Wessa M and Kroll A and Pohlack S and Cacciaglia R and Gass P and Schütz G and Schumann G and Flor H,2012,10.1017/S0033291712000359,Brain activation during fear conditioning in humans depends on genetic variations related to functioning of the hypothalamic-pituitary-adrenal axis: first evidence from two independent subsamples.,Psychological medicine,https://pubmed.ncbi.nlm.nih.gov/22410078/,"Female;Humans;Male;Genetic Variation;Adolescent;Adult;Young Adult;Brain;Magnetic Resonance Imaging;Functional Neuroimaging;Conditioning, Classical/*physiology;Fear/*physiology;Extinction, Psychological/*physiology;Humanism;Humanities;Amygdala/*physiology;Nerve Net/physiology;Prefrontal Cortex/*physiology;Hypothalamo-Hypophyseal System/*metabolism;Pituitary-Adrenal System/*metabolism;Receptors, Corticotropin-Releasing Hormone/*genetics;Receptors, Glucocorticoid/*genetics",no,no,no,no,CD,112,42,21.73,3.36,unclear,both,Genotype,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,log,NA,NA,NA,not reported,no,NA,not reported,,not reported,not reported,,8,"Paper berichtet lediglich, dass Konditionierung der SCR erfolgreich war"
"Pohlack, S. T. and Nees, F. and Ruttorf, M. and Witt, S. H. and Nieratschker, V. and Rietschel, M. and Flor, H.",2011,10.1038/mp.2011.66,Risk variant for schizophrenia in the neurogranin gene impacts on hippocampus activation during contextual fear conditioning,Molecular Psychiatry,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2011-25537-006&site=ehost-live,"Female;Humans;Galvanic Skin Response;Male;Fear;Adult;Amygdala;Hippocampus;Young Adult;Magnetic Resonance Imaging;Conditioning, Classical;functional magnetic resonance imaging;Photic Stimulation;Alleles;Genotype;Risk;Conditioned Fear;Functional Magnetic Resonance Imaging;Risk Assessment;Prefrontal Cortex;contextual fear conditioning;Electroshock;Organ Size;Polymorphism, Single Nucleotide;Schizophrenia;schizophrenia;Reference Values;hippocampus activation;Neurogranin;neurogranin genes;risk variants",no,no,no,no,CD,112,39,22.2,4.1,partially,both,Genotype,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,yes,trials,(+/-) 2SD,NA,NA,NA,NA,log,NA,NA,NA,not reported,no,NA,not reported,,not reported,not reported,,8,Paper berichtet nicht den genauen Test (Informationen im Suppl. unzureichend)
Prenoveau JM and Craske MG and Liao B and Ornitz EM,2013,10.1016/j.biopsycho.2012.02.005,Human fear conditioning and extinction: timing is everything…or is it?,Biological psychology,https://pubmed.ncbi.nlm.nih.gov/22349998/,"Female;Humans;Time Factors;Male;Analysis of Variance;Electromyography;Self Report;Galvanic Skin Response/physiology;Fear/*psychology;Universities;Extinction, Psychological/*physiology;Humanism;Humanities;*Conditioning, Psychological;Students/psychology",no,no,no,no,CD,107,NA,19.7,1.1,not reported,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,log,raw,NA,NA,NA,not reported,no,NA,not reported,mixed,4,ANOVA,rmANOVA,8,
"Pohlack, Sebastian T. and Nees, Frauke and Ruttorf, Michaela and Schad, Lothar R. and Flor, Herta",2012,10.1016/j.biopsycho.2012.04.004,Activation of the ventral striatum during aversive contextual conditioning in humans,Biological Psychology,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-20607-012&site=ehost-live,Female;Humans;Galvanic Skin Response;Male;Fear;Adult;Amygdala;Hippocampus;Magnetic Resonance Imaging;fMRI;amygdala;Conditioning;Aversive Stimulation;Functional Magnetic Resonance Imaging;Striatum;prefrontal cortex;Prefrontal Cortex;insula;Insula;Self Report;Conditioning (Psychology);Humanism;Humanities;Basal Ganglia;ventral striatum;aversive contextual conditioning,no,no,no,no,CD,131,40,NA,NA,partially,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,yes,not reported,(+/-) 2SD,NA,NA,NA,NA,log,NA,NA,NA,ln(1 + SCR),no,NA,not reported,within,2,t-test,ttest,8,
"Oyarzún, Javiera P. and Lopez-Barroso, Diana and Fuentemilla, Lluís and Cucurell, David and Pedraza, Carmen and Rodriguez-Fornells, Antoni and de Diego-Balaguer, Ruth",2012,10.1371/journal.pone.0038849,Updating fearful memories with extinction training during reconsolidation: A human study using auditory aversive stimuli,PLoS ONE,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-19324-001&site=ehost-live,"Female;Humans;Galvanic Skin Response;Male;Extinction, Psychological;Fear;Young Adult;Photic Stimulation;Acoustic Stimulation;Conditioned Fear;Memory;Extinction (Learning);Auditory Stimulation;Memory Consolidation;memory reconsolidation;fear memories;Humanism;Humanities;extinction training;auditory aversive stimuli",no,no,no,no,CD,21,14,23.4,5.11,unclear,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,,yes,ref,not reported,within,2,t-test,ttest,8,
"Rowles, Monique E. and Lipp, Ottmar V. and Mallan, Kimberley M.",2012,10.1111/j.1469-8986.2011.01308.x,On the resistance to extinction of fear conditioned to angry faces,Psychophysiology,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-03597-009&site=ehost-live,"Female;Humans;Galvanic Skin Response;Male;Adolescent;Extinction, Psychological;Fear;Adult;Pavlovian conditioning;Conditioned Fear;Extinction (Learning);Classical Conditioning;Conditioned Stimulus;Facial Expressions;Facial Expression;conditioned stimuli;Anger;Conditioning (Psychology);angry faces;electrodermal response;fear conditioned extinction",no,no,no,no,CD,58,36,20.6,,not reported,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,"sqrt, rc",NA,NA,NA,"rc: The reference for the range correction was the largest response displayed by a participant, in the majority of the cases this being the response elicited by the first or second US presented during acquisition",no,NA,not reported,mixed,4,ANOVA,rmANOVA,8,
"Pace-Schott, Edward F. and Milad, Mohammed R. and Orr, Scott P. and Rauch, Scott L. and Stickgold, Robert and Pitman, Roger K.",2009,,Sleep promotes generalization of extinction of conditioned fear,Sleep: Journal of Sleep and Sleep Disorders Research,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-00403-006&site=ehost-live,"Female;Humans;Galvanic Skin Response;Male;Adolescent;Extinction, Psychological;Fear;Adult;Young Adult;Conditioning, Classical;extinction;Association Learning;fear conditioning;Mental Recall;Arousal;Conditioned Fear;generalization;Extinction (Learning);Sleep;Generalization (Learning);Recall (Learning);Electroshock;sleep;Wakefulness;Generalization, Stimulus;extinction recall",no,no,no,no,CD,59,30,23,4,partially,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,not reported,no,NA,not reported,,not reported,not reported,,8,Main effect acquisition was not checked
"Pineles, Suzanne L. and Vogt, Dawne S. and Orr, Scott P.",2009,10.1016/j.paid.2008.09.003,Personality and fear responses during conditioning: Beyond extraversion,Personality and Individual Differences,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2008-17409-010&site=ehost-live,Fear;conditioning;Conditioning;Personality Traits;fear responses;Big Five personality domains;Five Factor Personality Model,no,no,no,no,CD,217,26,27.1,6.2,not reported,both,NEO-PI-R,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,raw,NA,NA,NA,not reported,no,NA,not reported,mixed,5,regression,other,8,Linear and curvilinear regressions were calculated
"Pineles, Suzanne L. and Rasmusson, Ann M. and Yehuda, Rachel and Lasko, Natasha B. and Macklin, Michael L. and Pitman, Roger K. and Orr, Scott P.",2013,10.1080/10615806.2012.672976,Predicting emotional responses to potentially traumatic events from pre-exposure waking cortisol levels: A longitudinal study of police and firefighters,"Anxiety, Stress & Coping: An International Journal",https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2013-12476-001&site=ehost-live,"Emotional Responses;Emotions;Female;Humans;Life Change Events;Risk Factors;Stress, Psychological;Heart Rate;Male;Hydrocortisone;Saliva;Longitudinal Studies;Fear;Adult;Psychopathology;Anxiety Disorders;Electromyography;Psychometrics;psychopathology;Exposure;Emotional Trauma;Conditioning (Psychology);Police Personnel;Wakefulness;emotional responses;fire fighters;Fire Fighters;traumatic events;Police;Firefighters;police personnel;pre exposure waking cortisol",no,no,no,no,CD,82,7,28.6,5.2,unclear,both,Waking Cortisol Response,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,raw,NA,NA,NA,not reported,no,NA,not reported,,not reported,not reported,,8,Main effect acquisition was not checked
"Olsson, Andreas and Phelps, Elizabeth A.",2004,10.1111/j.0956-7976.2004.00762.x,"Learned Fear of 'Unseen' Faces After Pavlovian, Observational, and Instructed Fear",Psychological Science,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2004-21303-005&site=ehost-live,"Emotions;Humans;Galvanic Skin Response;Extinction, Psychological;Fear;Learning;Conditioning, Classical;Habituation, Psychophysiologic;Analysis of Variance;Awareness;Conditioned Fear;Classical Conditioning;Facial Expression;Observational Learning;observational fear;conditioned stimuli;Electroshock;Perceptual Masking;Students;Pavlovian fear;Verbal Communication;Verbal Learning;differential responses;instructed fear;learned fear",no,no,no,no,CD,159,NA,NA,NA,not reported,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,not reported,no,NA,not reported,mixed,2,ANOVA,ANOVA_multivariat,8,
"Raes, An K. and De Houwer, Jan and Verschuere, Bruno and De Raedt, Rudi",2011,10.1016/j.brat.2010.12.004,Return of fear after retrospective inferences about the absence of an unconditioned stimulus during extinction,Behaviour Research and Therapy,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2011-01744-001&site=ehost-live,"Female;Humans;Galvanic Skin Response;Male;Adolescent;Extinction, Psychological;Fear;Young Adult;Conditioning, Classical;Association Learning;Unconditioned Stimulus;fear;unconditioned stimulus;Inference;Knowledge;retrospective inferences",no,no,no,no,CD,38,31,18.84,0.97,partially,group,NA,not reported,NA,NA,not reported,NA,yes,not reported,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,"rc, sqrt",NA,NA,NA,amplitudes were range corrected using the largest measured response for that participant during the entire experimen,yes,ref,not reported,mixed,2,ANOVA,ANOVA_multivariat,8,
"Raczka, K. A. and Gartmann, N. and Mechias, M.-L. and Reif, A. and Büchel, C. and Deckert, J. and Kalisch, R.",2010,10.1038/mp.2010.79,A neuropeptide S receptor variant associated with overinterpretation of fear reactions: A potential neurogenetic basis for catastrophizing,Molecular Psychiatry,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2010-22448-004&site=ehost-live,"Fear;Polymorphism;Catastrophizing;Neuropeptides;Neural Receptors;Neuropeptide Y;Nucleotides;Neurogenesis;catastrophizing;fear reactions;neurogenetics;neuropeptide receptors;Receptors, Neuropeptide;Receptors, Neuropeptide Y;single-nucleotide polymorphism",no,no,no,no,CD,66,0,27.91,NA,unclear,both,Genotype,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,raw,NA,NA,NA,not reported,no,NA,not reported,within,3,ANOVA,ANOVA_multivariat,8,
Raio CM and Orederu TA and Palazzolo L and Shurick AA and Phelps EA,2013,10.1073/pnas.1305706110,Cognitive emotion regulation fails the stress test.,Proceedings of the National Academy of Sciences of the United States of America,https://pubmed.ncbi.nlm.nih.gov/23980142/,"Female;Humans;Galvanic Skin Response;Male;Cognition;Adolescent;Adult;Young Adult;Middle Aged;*Stress, Psychological;Arousal/physiology;Fear/physiology;Exercise Test;Emotions/*physiology;Conditioning, Psychological/physiology;Cognitive Behavioral Therapy/*methods;Salivary alpha-Amylases/metabolism;Hydrocortisone/metabolism",no,no,no,no,CD,157,NA,23.2,8.18,partially,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,"sqrt, rc",NA,NA,NA,Raw SCR amplitudes were square root transformed (...) and subsequently divided by individual mean US responses to account for individual differences in shock reactivity ,yes,ref,not reported,mixed,2,ANOVA,ANOVA_multivariat,8,
Raes AK and De Houwer J and De Schryver M and Brass M and Kalisch R,2014,10.1371/journal.pone.0084888,Do CS-US pairings actually matter? A within-subject comparison of instructed fear conditioning with and without actual CS-US pairings.,PloS one,https://pubmed.ncbi.nlm.nih.gov/24465447/,"Female;Humans;Galvanic Skin Response;Male;Young Adult;*Conditioning, Psychological;Fear/physiology/*psychology",no,no,no,no,CD,32,26,21.81,2.18,not reported,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,"rc, sqrt",NA,NA,NA,"To account for individual differences in response range, amplitudes were range corrected using the largest measured response for that participant during the entire experiment. Finally, in order to normalize the data, range corrected amplitudes were square root transformed prior to further analysis",yes,guideline,not reported,within,3,linear mixed effects (LME) model analysis,other,8,
Pittig A and Schulz AR and Craske MG and Alpers GW,2014,10.1037/a0036136,Acquisition of behavioral avoidance: task-irrelevant conditioned stimuli trigger costly decisions.,Journal of abnormal psychology,https://pubmed.ncbi.nlm.nih.gov/24886006/,"Female;Humans;Male;Adult;Young Adult;Fear/*physiology;Avoidance Learning/*physiology;Conditioning, Psychological/*physiology;*Reward;Decision Making/*physiology",no,no,no,no,CD,135,98,21.05,3.31,partially,group,NA,not reported,NA,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,t,"rc, sqrt",NA,NA,NA,RC: SCRs were divided by the largest SCR of each participant (SCR corrected SCR raw/SCR maximum),yes,guideline,not reported,mixed,2,ANOVA,ANOVA_multivariat,8,
